Id,SalePrice
1461,157517.44401834148
1462,203593.93717942998
1463,187970.7388066457
1464,206090.94045344257
1465,163379.59235592454
1466,184655.0913162988
1467,179798.629233534
1468,161216.58966722348
1469,156373.08497897582
1470,157013.46973515162
1471,186410.2609776976
1472,184669.03043687702
1473,163179.2919677538
1474,160770.51426966416
1475,147524.14428486789
1476,220304.79858221943
1477,180971.50177747544
1478,221892.79669243182
1479,191608.3442225592
1480,239812.88080693176
1481,234229.86021412446
1482,202607.79714351945
1483,162367.5148454242
1484,194072.93149209188
1485,157058.6862311882
1486,180113.48830048955
1487,213914.2581310348
1488,176470.34220168614
1489,163053.7954683821
1490,166737.94709574588
1491,208160.5381175946
1492,146869.05532319477
1493,179686.04791374644
1494,226383.79356851632
1495,219134.90070886552
1496,183419.00498809837
1497,167334.3412200096
1498,197666.7548847904
1499,174627.36853404285
1500,200840.23332610572
1501,196305.103383167
1502,165968.08320692292
1503,198277.2625367816
1504,204282.19286684116
1505,194441.6734242497
1506,186114.5018470478
1507,191976.97454208936
1508,172337.67245337393
1509,168667.36773535595
1510,195467.04168278427
1511,137756.57695115256
1512,185620.19875897162
1513,168109.82760781242
1514,115324.70619706593
1515,163470.7221686262
1516,164886.21414414028
1517,176936.60424848137
1518,145532.63860039608
1519,223484.1263901757
1520,153011.9700953138
1521,171409.26334322518
1522,183402.92981581952
1523,132469.8839521144
1524,133643.81001788925
1525,133924.95309419095
1526,132825.27939899283
1527,133450.3575315813
1528,160027.65856668458
1529,136979.0618944157
1530,184351.5303061987
1531,179738.95588048827
1532,110743.60910619402
1533,136754.7086994687
1534,131722.62914511003
1535,166098.171919499
1536,137486.203139222
1537,134461.81969990022
1538,183076.42516528323
1539,167566.47481672798
1540,113463.43114686779
1541,143607.2930956359
1542,140699.55264334945
1543,139757.5641333688
1544,146692.88206919903
1545,137084.1701965733
1546,142381.05711410384
1547,159030.8192503714
1548,158485.38947022945
1549,164825.32722795545
1550,156689.66226409987
1551,133869.44353784705
1552,156703.39498094676
1553,115965.88486482445
1554,130138.66912448045
1555,185621.36452481308
1556,129923.2489232484
1557,104239.67681639234
1558,136254.83486071322
1559,103481.6994069629
1560,192017.42109722242
1561,133008.5188163104
1562,149420.38161273312
1563,152324.19274703017
1564,138651.58933919025
1565,186338.80042562145
1566,163066.36371020094
1567,145509.85219335178
1568,232060.9590208103
1569,141232.21146308095
1570,158472.77384035426
1571,130366.39687017987
1572,154982.07051802485
1573,156564.0677585864
1574,161061.37013005052
1575,198284.31956225017
1576,232577.97105990184
1577,179221.62495993133
1578,161194.6285336552
1579,153271.9963680923
1580,165629.65787561555
1581,183144.007497499
1582,136763.42355746118
1583,214143.18138347717
1584,185720.63389758288
1585,175641.60000258556
1586,124729.3415351481
1587,142009.62656075068
1588,154651.58794155164
1589,136098.29396083587
1590,134745.1209426945
1591,96473.61856563712
1592,151249.7530609074
1593,134861.76326288853
1594,99350.99937738995
1595,123281.32679241912
1596,163088.0459146414
1597,167224.7759993029
1598,156548.02101850286
1599,181020.5283868278
1600,182281.77453563677
1601,130245.52760051981
1602,168584.95106696157
1603,128850.05090007946
1604,209910.58368325757
1605,173418.42665754468
1606,180982.32821628728
1607,134785.3997990022
1608,200504.6862909155
1609,150496.67522260075
1610,151462.2712985195
1611,135323.2928064161
1612,133221.8431617608
1613,154238.3945913295
1614,150686.25526692858
1615,134790.81484373118
1616,100194.09665356192
1617,137950.80530784893
1618,134584.959014287
1619,157730.7374019795
1620,158387.78931873193
1621,154865.99620145498
1622,158956.65442290273
1623,183532.3051209039
1624,206781.12518623847
1625,137141.26415683137
1626,204176.35894832682
1627,187594.1013690307
1628,219060.79835725
1629,200730.15206824525
1630,186409.95138758566
1631,180713.32185752006
1632,178190.90588385216
1633,160157.87248157343
1634,169624.4959987948
1635,165195.872710864
1636,163656.18031795204
1637,202333.01944246257
1638,223855.5499677042
1639,207835.9026135231
1640,223122.0152517744
1641,156307.71782979675
1642,166618.3991147858
1643,168667.07874600738
1644,191128.3841173433
1645,157246.03547205825
1646,158364.96281402494
1647,150504.00955894307
1648,153328.17031156615
1649,153928.93848011378
1650,157593.26371204414
1651,156410.97639937524
1652,161406.64386121064
1653,160403.5280399969
1654,158628.5831341958
1655,155083.29820206345
1656,162042.97999610557
1657,158672.35495290702
1658,159545.21702686016
1659,172001.21820385923
1660,195218.62948635995
1661,233324.3941633123
1662,183242.15779484322
1663,228424.91587007855
1664,225202.63046926697
1665,216932.51865640678
1666,220049.09856758773
1667,225241.5666186093
1668,218137.07689639754
1669,212015.05899555783
1670,213656.14613718176
1671,228210.99324979167
1672,205224.1507412436
1673,209880.45224354308
1674,213497.53486717909
1675,208686.5209782895
1676,212264.59503085492
1677,204442.97542121774
1678,242079.12733741035
1679,221291.56413457412
1680,222195.1265730256
1681,206000.97622381288
1682,228827.4350944665
1683,196411.2865970873
1684,151550.84350414044
1685,167269.5960028694
1686,179300.9785665042
1687,151363.0905868283
1688,205880.86765436508
1689,183190.9378004298
1690,168209.80369879393
1691,185600.3743594781
1692,169843.81424218402
1693,139944.6430606076
1694,167868.36214071864
1695,135224.3260690815
1696,192706.9463942988
1697,135390.89618393293
1698,221413.6359559206
1699,221480.15515203055
1700,233572.56430092754
1701,235996.82298861636
1702,208200.74133464554
1703,205201.5938083404
1704,194548.30635121246
1705,211997.03948243606
1706,225045.1975386107
1707,160385.6291556283
1708,184548.1288072884
1709,214876.13906278225
1710,192687.87875911928
1711,219667.56294241658
1712,188670.87140726208
1713,193354.69992068113
1714,189071.29367996514
1715,168420.66255039707
1716,163510.85846879822
1717,153339.88589840895
1718,113108.87264009833
1719,185787.7624563096
1720,214823.50867355132
1721,182993.73555849548
1722,111994.87954460336
1723,161183.63031594633
1724,184265.09103564313
1725,195077.1667224859
1726,169475.09885279037
1727,156122.6495174298
1728,182223.43509472124
1729,188791.10402418894
1730,136358.70386863756
1731,152997.20382647245
1732,176329.74366995
1733,154126.49334757452
1734,151357.69206988343
1735,133755.77766591476
1736,146167.17947037713
1737,187037.18676435176
1738,226125.43138609262
1739,172954.00201079875
1740,192125.11895636545
1741,198093.48692368937
1742,192259.69982529848
1743,189758.21354903933
1744,231658.07807444283
1745,176392.1724733006
1746,186886.5208574319
1747,195045.25822351125
1748,193426.3921259561
1749,198340.480743773
1750,155029.55174449054
1751,227314.61785340143
1752,134013.30661654848
1753,172265.98380171662
1754,197462.44521053744
1755,183128.60618675515
1756,135710.07495237803
1757,133572.09215722553
1758,160354.3803365548
1759,186026.34829702167
1760,206568.58190589142
1761,180978.24612247123
1762,166883.1394782542
1763,169628.76477574557
1764,157794.02249570237
1765,164366.76059084723
1766,167968.62034777363
1767,192749.76511220227
1768,175161.0434879634
1769,154890.70334760015
1770,151453.33025051563
1771,154439.38940217972
1772,153646.0974706993
1773,163707.28893462784
1774,156149.22634706623
1775,149836.35127424612
1776,136207.76208098207
1777,132251.59427615
1778,132290.89929700765
1779,169581.622349225
1780,141086.89476288634
1781,148830.43021882983
1782,155383.25863478822
1783,158550.04610981722
1784,132297.4043331228
1785,127532.10814184339
1786,132087.8304150413
1787,138514.499311077
1788,115001.09831745258
1789,132462.68534137387
1790,147700.5182395949
1791,166744.0020689645
1792,156460.21333086715
1793,137179.8230860991
1794,137068.67729884334
1795,152501.1003765206
1796,166284.25760751416
1797,146498.48947200968
1798,128213.51408847858
1799,156316.2984594519
1800,132565.06145695518
1801,167554.30342953812
1802,179677.02540631255
1803,188639.06704834756
1804,181786.01367420467
1805,133164.13133726927
1806,142696.27048859172
1807,160587.9489897101
1808,135948.24507266725
1809,100328.84360922502
1810,162971.0061412619
1811,100276.54706970685
1812,111799.88838298073
1813,153987.53672219336
1814,128020.93992698335
1815,126288.36228878972
1816,127895.48689860787
1817,139473.24017440545
1818,168332.70680856303
1819,160360.3624715957
1820,111101.45346285094
1821,125972.13733885888
1822,138765.15399317798
1823,111220.4033102508
1824,170987.85500083413
1825,180928.30074757052
1826,161810.703196217
1827,142591.028195354
1828,156069.6874003856
1829,141946.84161154664
1830,138132.92645593124
1831,162787.62801757627
1832,118608.62664806674
1833,139527.0947886214
1834,153691.7962161709
1835,147507.13462055466
1836,135041.9832089031
1837,100560.07707489793
1838,138578.46623669827
1839,126179.83099253423
1840,113244.57267505582
1841,132731.80467057726
1842,131217.21768731053
1843,197759.1275523664
1844,148136.03239947627
1845,180202.38135534586
1846,152117.54641768103
1847,194332.54225770975
1848,94824.36248393053
1849,129349.83016854814
1850,133937.911379421
1851,160870.75669185232
1852,151695.94516590753
1853,182729.77387905764
1854,177273.05848631766
1855,152989.48070785034
1856,198788.0600355102
1857,135750.95774811288
1858,152930.67161688127
1859,127944.06360302128
1860,180347.65606846704
1861,127944.06360302128
1862,184629.3475383731
1863,184629.3475383731
1864,184629.3475383731
1865,214558.65971760993
1866,227228.43626164182
1867,188601.70650224757
1868,227143.2863892993
1869,158272.60668426674
1870,218410.35974270094
1871,210434.07257195286
1872,170377.29172022553
1873,201142.7389884541
1874,151310.78197562258
1875,165174.70478211646
1876,220376.3002896622
1877,203598.23059742313
1878,188544.56204677137
1879,167554.51210481123
1880,150360.47962469954
1881,198692.2552683716
1882,220304.06351601097
1883,161359.8548168886
1884,185070.4263335845
1885,208096.79222421136
1886,220042.9036737082
1887,175510.21295897933
1888,189528.95529038992
1889,176380.07457822782
1890,171515.38351891268
1891,175800.5837786519
1892,133625.2981626826
1893,152290.28110191485
1894,108155.09276308009
1895,155018.94965429025
1896,153508.01029612403
1897,154532.6903884965
1898,180214.84092330938
1899,130736.10896734311
1900,158798.63389057238
1901,160952.97198205738
1902,156185.95941433177
1903,141053.13752741195
1904,134322.0313156775
1905,187556.41762887774
1906,138377.6482115791
1907,200770.67284126178
1908,156060.01653824854
1909,160983.6695137198
1910,154264.2668687877
1911,230623.67643747322
1912,192541.53104926733
1913,197258.28812107898
1914,125589.72590486506
1915,209876.3800122359
1916,160917.02705199597
1917,198116.26759809259
1918,155390.86691949156
1919,183588.09584364912
1920,137335.31186487744
1921,223708.2000154622
1922,199639.87775675935
1923,185797.18328805378
1924,229368.908113425
1925,186922.26985355574
1926,223343.52131671758
1927,175184.13647241495
1928,176291.2020849152
1929,151363.8963701293
1930,153798.62233535608
1931,179367.36147862973
1932,159735.87567727242
1933,206682.17441586466
1934,164899.1097114301
1935,213500.7557287909
1936,190891.9943354573
1937,189634.00948096652
1938,157424.8226162533
1939,137886.68758441485
1940,157517.57325180882
1941,158435.67116287196
1942,188779.11769074982
1943,162107.17886971714
1944,212051.06162769167
1945,221066.48700085335
1946,131735.16065888296
1947,210257.48318889638
1948,148417.20828148772
1949,182556.35335476775
1950,179607.3297990186
1951,184573.4665109856
1952,184647.990403816
1953,162142.8090422094
1954,205011.89560500285
1955,141758.437259606
1956,193919.45049636168
1957,169604.83360799932
1958,241485.50544420324
1959,159898.084797508
1960,159201.2766554616
1961,136606.388385218
1962,176764.1922529114
1963,189033.84204303692
1964,160673.473964807
1965,141443.63766267203
1966,157653.7081817046
1967,225919.18448274344
1968,227788.27489631242
1969,231910.63930111224
1970,241097.05207949292
1971,237676.34256838125
1972,233908.64510285837
1973,205867.6446989401
1974,232306.74834612577
1975,225356.42478488942
1976,216194.50061051725
1977,208335.95617484066
1978,219123.8167496318
1979,193873.6482244659
1980,176202.57472253338
1981,192893.33999551428
1982,182948.61248992675
1983,179366.085003573
1984,176872.58755411927
1985,203399.57453947127
1986,194238.232000874
1987,180388.15578118776
1988,161254.42321343836
1989,179206.17565931828
1990,206227.81981137214
1991,204442.97542121774
1992,188663.49885839655
1993,175363.33912082177
1994,187248.36777981665
1995,164540.7790932027
1996,202236.45953075858
1997,224505.56800507946
1998,218599.82567115602
1999,163967.9917936184
2000,224864.55553499746
2001,235134.93264365813
2002,181097.68842202038
2003,214045.35169302748
2004,234646.26620598894
2005,155120.15332126638
2006,186793.94363989
2007,212108.68888632502
2008,219872.43752407507
2009,189626.72566118164
2010,207466.34213219964
2011,135270.7620564398
2012,151376.0403779596
2013,186785.7869095964
2014,219619.63333022114
2015,218494.70720492152
2016,171347.0295198818
2017,194426.32074342552
2018,177149.42050334794
2019,153408.38843094767
2020,133772.2715330002
2021,132996.23625982963
2022,212514.5200969488
2023,141120.9615970469
2024,237638.40209854487
2025,230499.96877160532
2026,161973.31017519507
2027,174455.984521489
2028,165775.92408983514
2029,188093.61483728327
2030,216011.17263488047
2031,212225.5124020053
2032,185243.67993428488
2033,216987.72646801977
2034,176275.76898404054
2035,169310.2661809468
2036,189819.879436154
2037,190005.87922411851
2038,173899.7884969087
2039,176185.4790660482
2040,236636.02124484564
2041,189996.92704868314
2042,187051.59889790532
2043,137855.37290144654
2044,148392.25726940657
2045,163575.2314280598
2046,131586.16764222994
2047,165080.60575155384
2048,156981.52154939022
2049,132753.8897626464
2050,142427.10500806654
2051,125393.06113489027
2052,130999.42352201085
2053,152670.83528570944
2054,135412.80988311826
2055,178265.18204891362
2056,161028.72066119986
2057,192893.15591403437
2058,208265.6480364926
2059,182451.68800191584
2060,155412.34841715248
2061,182679.6497384864
2062,135663.45998092703
2063,145366.9554991349
2064,155853.9512298072
2065,156243.15619144452
2066,179054.59411465476
2067,149979.79026361956
2068,131624.31653331395
2069,127782.68231771752
2070,148134.0433629848
2071,173134.2557909974
2072,143545.89769732035
2073,180260.8118201678
2074,196280.11656592708
2075,205496.13970953677
2076,137870.08805628328
2077,166985.0796958556
2078,133568.80810623328
2079,160386.52314480447
